fact_id,asset_type,fault_type,slot_key,slot_value,priority,evidence_source,version
F00199,断路器,继电保护与测量二次回路故障,precursor,保护出口回路接地故障-故障原因表现保护出口回路接地故障-故障现象,4,关系_links.xlsx,20260410
F00200,断路器,继电保护与测量二次回路故障,knowledge_fact,保护出口回路接地故障处置保护出口回路接地故障-应对措施,2,关系_links.xlsx,20260410
F00201,断路器,继电保护与测量二次回路故障,fault_consequence,保护出口回路接地故障-故障后果,5,关系_links.xlsx,20260410
F00202,断路器,继电保护与测量二次回路故障,knowledge_fact,保护出口回路接地故障-应对措施存在保护出口回路接地故障-安全风险,2,关系_links.xlsx,20260410
F00203,断路器,继电保护与测量二次回路故障,knowledge_fact,保护出口回路接地故障-应对措施需要保护出口回路接地故障-应急资源,2,关系_links.xlsx,20260410
F00204,断路器,继电保护与测量二次回路故障,knowledge_fact,继电保护与测量二次回路故障包含寄生回路故障,2,关系_links.xlsx,20260410
F00205,断路器,继电保护与测量二次回路故障,knowledge_fact,寄生回路故障起因于寄生回路故障-故障原因,2,关系_links.xlsx,20260410
F00206,断路器,继电保护与测量二次回路故障,precursor,寄生回路故障-故障原因表现寄生回路故障-故障现象,4,关系_links.xlsx,20260410
F00207,断路器,继电保护与测量二次回路故障,knowledge_fact,寄生回路故障处置寄生回路故障-应对措施,2,关系_links.xlsx,20260410
F00208,断路器,继电保护与测量二次回路故障,fault_consequence,寄生回路故障-故障后果,5,关系_links.xlsx,20260410
F00209,断路器,继电保护与测量二次回路故障,knowledge_fact,寄生回路故障-应对措施存在寄生回路故障-安全风险,2,关系_links.xlsx,20260410
F00210,断路器,继电保护与测量二次回路故障,knowledge_fact,寄生回路故障-应对措施需要寄生回路故障-应急资源,2,关系_links.xlsx,20260410
F00211,断路器,本体绝缘与支撑结构故障,knowledge_fact,本体绝缘与支撑结构故障包含绝缘不良故障,2,关系_links.xlsx,20260410
F00212,断路器,本体绝缘与支撑结构故障,knowledge_fact,绝缘不良故障起因于绝缘不良故障-故障原因,2,关系_links.xlsx,20260410
F00213,断路器,本体绝缘与支撑结构故障,precursor,绝缘不良故障-故障原因表现绝缘不良故障-故障现象,4,关系_links.xlsx,20260410
F00214,断路器,本体绝缘与支撑结构故障,knowledge_fact,绝缘不良故障处置绝缘不良故障-应对措施,2,关系_links.xlsx,20260410
F00215,断路器,本体绝缘与支撑结构故障,fault_consequence,绝缘不良故障-故障后果,5,关系_links.xlsx,20260410
F00216,断路器,本体绝缘与支撑结构故障,knowledge_fact,绝缘不良故障-应对措施存在绝缘不良故障-安全风险,2,关系_links.xlsx,20260410
F00217,断路器,本体绝缘与支撑结构故障,knowledge_fact,绝缘不良故障-应对措施需要绝缘不良故障-应急资源,2,关系_links.xlsx,20260410
F00218,断路器,本体绝缘与支撑结构故障,knowledge_fact,本体绝缘与支撑结构故障包含瓷件损伤故障,2,关系_links.xlsx,20260410
F00219,断路器,本体绝缘与支撑结构故障,knowledge_fact,瓷件损伤故障起因于瓷件损伤故障-故障原因,2,关系_links.xlsx,20260410
F00220,断路器,本体绝缘与支撑结构故障,precursor,瓷件损伤故障-故障原因表现瓷件损伤故障-故障现象,4,关系_links.xlsx,20260410
F00221,断路器,本体绝缘与支撑结构故障,knowledge_fact,瓷件损伤故障处置瓷件损伤故障-应对措施,2,关系_links.xlsx,20260410
F00222,断路器,本体绝缘与支撑结构故障,fault_consequence,瓷件损伤故障-故障后果,5,关系_links.xlsx,20260410
F00223,断路器,本体绝缘与支撑结构故障,knowledge_fact,瓷件损伤故障-应对措施存在瓷件损伤故障-安全风险,2,关系_links.xlsx,20260410
F00224,断路器,本体绝缘与支撑结构故障,knowledge_fact,瓷件损伤故障-应对措施需要瓷件损伤故障-应急资源,2,关系_links.xlsx,20260410
F00225,断路器,本体绝缘与支撑结构故障,knowledge_fact,本体绝缘与支撑结构故障包含本体连接件松动断裂故障,2,关系_links.xlsx,20260410
F00226,断路器,本体绝缘与支撑结构故障,knowledge_fact,本体连接件松动断裂故障起因于本体连接件松动断裂故障-故障原因,2,关系_links.xlsx,20260410
F00227,断路器,本体绝缘与支撑结构故障,precursor,本体连接件松动断裂故障-故障原因表现本体连接件松动断裂故障-故障现象,4,关系_links.xlsx,20260410
F00228,断路器,本体绝缘与支撑结构故障,knowledge_fact,本体连接件松动断裂故障处置本体连接件松动断裂故障-应对措施,2,关系_links.xlsx,20260410
F00229,断路器,本体绝缘与支撑结构故障,fault_consequence,本体连接件松动断裂故障-故障后果,5,关系_links.xlsx,20260410
F00230,断路器,本体绝缘与支撑结构故障,knowledge_fact,本体连接件松动断裂故障-应对措施存在本体连接件松动断裂故障-安全风险,2,关系_links.xlsx,20260410
F00231,断路器,本体绝缘与支撑结构故障,knowledge_fact,本体连接件松动断裂故障-应对措施需要本体连接件松动断裂故障-应急资源,2,关系_links.xlsx,20260410
F00232,断路器,本体绝缘与支撑结构故障,knowledge_fact,本体绝缘与支撑结构故障包含绝缘拉杆拉脱故障,2,关系_links.xlsx,20260410
F00233,断路器,本体绝缘与支撑结构故障,knowledge_fact,绝缘拉杆拉脱故障起因于绝缘拉杆拉脱故障-故障原因,2,关系_links.xlsx,20260410
F00234,断路器,本体绝缘与支撑结构故障,precursor,绝缘拉杆拉脱故障-故障原因表现绝缘拉杆拉脱故障-故障现象,4,关系_links.xlsx,20260410
F00235,断路器,本体绝缘与支撑结构故障,knowledge_fact,绝缘拉杆拉脱故障处置绝缘拉杆拉脱故障-应对措施,2,关系_links.xlsx,20260410
F00236,断路器,本体绝缘与支撑结构故障,fault_consequence,绝缘拉杆拉脱故障-故障后果,5,关系_links.xlsx,20260410
F00237,断路器,本体绝缘与支撑结构故障,knowledge_fact,绝缘拉杆拉脱故障-应对措施存在绝缘拉杆拉脱故障-安全风险,2,关系_links.xlsx,20260410
F00238,断路器,本体绝缘与支撑结构故障,knowledge_fact,绝缘拉杆拉脱故障-应对措施需要绝缘拉杆拉脱故障-应急资源,2,关系_links.xlsx,20260410
F00239,断路器,本体绝缘与支撑结构故障,knowledge_fact,本体绝缘与支撑结构故障包含基础支架失稳故障,2,关系_links.xlsx,20260410
F00240,断路器,本体绝缘与支撑结构故障,knowledge_fact,基础支架失稳故障起因于基础支架失稳故障-故障原因,2,关系_links.xlsx,20260410
F00241,断路器,本体绝缘与支撑结构故障,precursor,基础支架失稳故障-故障原因表现基础支架失稳故障-故障现象,4,关系_links.xlsx,20260410
F00242,断路器,本体绝缘与支撑结构故障,knowledge_fact,基础支架失稳故障处置基础支架失稳故障-应对措施,2,关系_links.xlsx,20260410
F00243,断路器,本体绝缘与支撑结构故障,fault_consequence,基础支架失稳故障-故障后果,5,关系_links.xlsx,20260410
F00244,断路器,本体绝缘与支撑结构故障,knowledge_fact,基础支架失稳故障-应对措施存在基础支架失稳故障-安全风险,2,关系_links.xlsx,20260410
F00245,断路器,本体绝缘与支撑结构故障,knowledge_fact,基础支架失稳故障-应对措施需要基础支架失稳故障-应急资源,2,关系_links.xlsx,20260410
F00246,断路器,合分闸操作故障,fault_object,高压断路器本体及其相关灭弧室、绝缘结构、操动机构,4,节点_nodes.xlsx|圈子_groups.xlsx,20260410
F00247,断路器,导电回路与开断故障,fault_object,高压断路器本体及其相关灭弧室、绝缘结构、操动机构,4,节点_nodes.xlsx|圈子_groups.xlsx,20260410
F00248,断路器,操作能源与控制回路故障,fault_object,高压断路器本体及其相关灭弧室、绝缘结构、操动机构,4,节点_nodes.xlsx|圈子_groups.xlsx,20260410
F00249,断路器,操动机构与机械传动故障,fault_object,高压断路器本体及其相关灭弧室、绝缘结构、操动机构,4,节点_nodes.xlsx|圈子_groups.xlsx,20260410
F00250,断路器,本体绝缘与支撑结构故障,fault_object,高压断路器本体及其相关灭弧室、绝缘结构、操动机构,4,节点_nodes.xlsx|圈子_groups.xlsx,20260410
F00251,断路器,灭弧与介质状态故障,fault_object,高压断路器本体及其相关灭弧室、绝缘结构、操动机构,4,节点_nodes.xlsx|圈子_groups.xlsx,20260410
F00252,断路器,继电保护与测量二次回路故障,fault_object,高压断路器本体及其相关灭弧室、绝缘结构、操动机构,4,节点_nodes.xlsx|圈子_groups.xlsx,20260410
